Card Name,Decks avec carte,Decks totaux analysés,% apparition dans les decks,Quantité totale,Présente comme commander dans X decks,Nombre de commanders concernés
Cut Down,115,25208,0.46%,115,0,5
Cut Short,2,25208,0.01%,2,0,1
Cut Your Losses,885,25208,3.51%,885,0,3
Cut a Deal,203,25208,0.81%,203,0,6
Cut of the Profits,13,25208,0.05%,13,0,5
Cut the Earthly Bond,1,25208,0.00%,1,0,1
Cutthroat Negotiator,1,25208,0.00%,1,0,1
Cyber Conversion,249,25208,0.99%,249,0,4
Cyberdrive Awakener,9,25208,0.04%,9,0,3
Cybermen Squadron,1,25208,0.00%,1,0,1
Cybernetica Datasmith,2,25208,0.01%,2,0,1
Cybertron,19,25208,0.08%,19,0,8
Cyclone Summoner,7,25208,0.03%,7,0,2
Cyclonic Rift,4279,25208,16.97%,4279,0,5
"Cyclonus, the Saboteur",2,25208,0.01%,2,0,2
Cyclops of Eternal Fury,2,25208,0.01%,2,0,1
Cylian Elf,2,25208,0.01%,2,0,1
"Cynette, Jelly Drover",2,25208,0.01%,2,0,1
Cynical Loner,2,25208,0.01%,2,0,1
Cystbearer,2,25208,0.01%,2,0,1
Cytoplast Manipulator,1,25208,0.00%,1,0,1
Cytoplast Root-Kin,3,25208,0.01%,3,0,1
Cytoshape,2,25208,0.01%,2,0,2
Círdan the Shipwright,150,25208,0.60%,150,0,1
D'Avenant Trapper,2,25208,0.01%,2,0,1
Da Vulcha,50,25208,0.20%,50,0,1
Dack Fayden,8,25208,0.03%,8,0,1
Dack's Duplicate,3,25208,0.01%,3,0,1
Daemogoth Titan,6,25208,0.02%,6,0,2
Daemogoth Woe-Eater,9,25208,0.04%,9,0,1
Dagger Caster,2,25208,0.01%,2,0,2
Dagger of the Worthy,1,25208,0.00%,1,0,1
Daggerdrome Imp,1,25208,0.00%,1,0,1
Daggermaw Megalodon,10,25208,0.04%,10,0,1
Daggersail Aeronaut,11,25208,0.04%,11,0,1
Daily Regimen,5,25208,0.02%,5,0,2
Dakmor Plague,1,25208,0.00%,1,0,1
Dakmor Salvage,44,25208,0.17%,44,0,4
Dakmor Sorceress,1,25208,0.00%,1,0,1
Dakra Mystic,5,25208,0.02%,5,0,3
Dalek Drone,1,25208,0.00%,1,0,1
Dalkovan Encampment,9,25208,0.04%,9,0,2
"Damia, Sage of Stone",11,25208,0.04%,11,0,1
Damn,699,25208,2.77%,699,0,2
Damnable Pact,58,25208,0.23%,58,0,5
Damnation,1255,25208,4.98%,1255,0,5
Damning Verdict,615,25208,2.44%,615,0,5
Dampen Thought,3,25208,0.01%,3,0,3
Damping Engine,1,25208,0.00%,1,0,1
Damping Field,1,25208,0.00%,1,0,1
Damping Matrix,2,25208,0.01%,2,0,2
Damping Sphere,67,25208,0.27%,67,0,10
Dance of the Dead,105,25208,0.42%,105,0,5
Dance of the Manse,3,25208,0.01%,3,0,2
Dance of the Tumbleweeds,15,25208,0.06%,15,0,5
Dance with Calamity,1,25208,0.00%,1,0,1
Dancer's Chakrams,1,25208,0.00%,1,0,1
Dancing Scimitar,1,25208,0.00%,1,0,1
Dandân,26,25208,0.10%,26,0,1
Dangerous Wager,9,25208,0.04%,9,0,2
"Danitha Capashen,Paragon",228,25208,0.90%,228,0,4
"Danitha, Benalia's Hope",44,25208,0.17%,44,0,3
"Danitha, New Benalia's Light",24,25208,0.10%,24,0,1
Danny Pink,556,25208,2.21%,556,0,1
Danse Macabre,8,25208,0.03%,8,0,4
Dapper Shieldmate,1,25208,0.00%,1,0,1
Daredevil Dragster,1,25208,0.00%,1,0,1
"Daretti, Ingenious Iconoclast",6,25208,0.02%,6,0,1
"Daretti, Rocketeer Engineer",3,25208,0.01%,3,0,2
"Daretti, Scrap Savant",47,25208,0.19%,47,0,3
"Darien, King of Kjeldor",65,25208,0.26%,65,0,4
Daring Apprentice,4,25208,0.02%,4,0,3
Daring Discovery,3,25208,0.01%,3,0,3
Daring Escape,1,25208,0.00%,1,0,1
Daring Fiendbonder,9,25208,0.04%,9,0,4
Daring Saboteur,1,25208,0.00%,1,0,1
Daring Sleuth,3,25208,0.01%,3,0,1
Daring Thief,2,25208,0.01%,2,0,2
Daring Waverider,11,25208,0.04%,11,0,1
Dark Bargain,4,25208,0.02%,4,0,3
Dark Betrayal,1,25208,0.00%,1,0,1
Dark Confidant,130,25208,0.52%,130,0,5
Dark Dabbling,8,25208,0.03%,8,0,3
Dark Deal,20,25208,0.08%,20,0,5
Dark Depths,278,25208,1.10%,278,0,11
Dark Favor,2,25208,0.01%,2,0,2
Dark Hatchling,640,25208,2.54%,640,0,1
Dark Heart of the Wood,1,25208,0.00%,1,0,1
Dark Impostor,1,25208,0.00%,1,0,1
Dark Nourishment,1,25208,0.00%,1,0,1
Dark Petition,38,25208,0.15%,38,0,5
Dark Privilege,12,25208,0.05%,12,0,3
Dark Prophecy,168,25208,0.67%,168,0,5
Dark Ritual,1483,25208,5.88%,1483,0,5
Dark Salvation,2,25208,0.01%,2,0,1
Dark Sphere,1,25208,0.00%,1,0,1
Dark Supplicant,55,25208,0.22%,55,0,1
Dark Suspicions,1,25208,0.00%,1,0,1
Dark Temper,1,25208,0.00%,1,0,1
Dark Triumph,2,25208,0.01%,2,0,2
Dark Tutelage,29,25208,0.12%,29,0,5
Dark-Dweller Oracle,781,25208,3.10%,781,0,5
Darkblade Agent,1,25208,0.00%,1,0,1
Darkblast,6,25208,0.02%,6,0,2
Darkbore Pathway,1501,25208,5.95%,1501,0,2
Darkest Hour,3,25208,0.01%,3,0,2
Darkmoss Bridge,103,25208,0.41%,103,0,2
Darkness,41,25208,0.16%,41,0,5
Darkslick Drake,1,25208,0.00%,1,0,1
Darkslick Shores,460,25208,1.82%,460,0,2
Darkstar Augur,9,25208,0.04%,9,0,3
Darkstar Banisher,1,25208,0.00%,1,0,0
Darksteel Axe,15,25208,0.06%,15,0,3
Darksteel Citadel,204,25208,0.81%,204,0,12
Darksteel Colossus,10,25208,0.04%,10,0,6
Darksteel Forge,25,25208,0.10%,25,0,5
Darksteel Gargoyle,2,25208,0.01%,2,0,2
Darksteel Garrison,5,25208,0.02%,5,0,3
Darksteel Ingot,199,25208,0.79%,199,0,12
Darksteel Juggernaut,6,25208,0.02%,6,0,2
Darksteel Monolith,4,25208,0.02%,4,0,1
Darksteel Mutation,200,25208,0.79%,200,0,6
Darksteel Myr,2,25208,0.01%,2,0,1
Darksteel Pendant,4,25208,0.02%,4,0,2
Darksteel Plate,225,25208,0.89%,225,0,11
Darksteel Reactor,5,25208,0.02%,5,0,2
Darksteel Relic,2,25208,0.01%,2,0,1
Darksteel Sentinel,5,25208,0.02%,5,0,1
Darksteel Splicer,29,25208,0.12%,29,0,2
Darkwatch Elves,3,25208,0.01%,3,0,2
Darkwater Catacombs,2441,25208,9.68%,2441,0,2
Darkwater Egg,1,25208,0.00%,1,0,1
Darling of the Masses,2,25208,0.01%,2,0,1
Darting Merfolk,1,25208,0.00%,1,0,1
Daru Encampment,2,25208,0.01%,2,0,2
Daru Healer,1,25208,0.00%,1,0,1
Daru Mender,3,25208,0.01%,3,0,2
Daru Sanctifier,1,25208,0.00%,1,0,1
Daru Spiritualist,28,25208,0.11%,28,0,1
Daru Warchief,2,25208,0.01%,2,0,1
Dash Hopes,8,25208,0.03%,8,0,3
Daunting Defender,13,25208,0.05%,13,0,1
Dauntless Bodyguard,80,25208,0.32%,80,0,4
Dauntless Cathar,3,25208,0.01%,3,0,1
Dauntless Dismantler,182,25208,0.72%,182,0,5
Dauntless Dourbark,1,25208,0.00%,1,0,1
Dauntless Escort,42,25208,0.17%,42,0,2
Dauntless Survivor,19,25208,0.08%,19,0,1
Dauntless Unity,2,25208,0.01%,2,0,2
Dauntless Veteran,4,25208,0.02%,4,0,2
Dauthi Embrace,31,25208,0.12%,31,0,3
Dauthi Horror,1217,25208,4.83%,1218,0,1
Dauthi Slayer,2,25208,0.01%,2,0,2
Dauthi Trapper,2,25208,0.01%,2,0,2
Dauthi Voidwalker,298,25208,1.18%,298,0,5
Davriel's Shadowfugue,1,25208,0.00%,1,0,1
Dawn Charm,91,25208,0.36%,91,0,5
Dawn Evangel,1,25208,0.00%,1,0,1
Dawn of Hope,64,25208,0.25%,64,0,6
Dawn of a New Age,197,25208,0.78%,197,0,4
Dawn of the Dead,5,25208,0.02%,5,0,2
Dawn to Dusk,1,25208,0.00%,1,0,1
Dawn's Reflection,4,25208,0.02%,4,0,2
Dawn's Truce,286,25208,1.13%,286,0,6
Dawnbreak Reclaimer,2,25208,0.01%,2,0,2
Dawnbringer Charioteers,6,25208,0.02%,6,0,1
Dawnbringer Cleric,524,25208,2.08%,524,0,4
Dawnfeather Eagle,1,25208,0.00%,1,0,0
Dawnglade Regent,55,25208,0.22%,55,0,5
Dawnglow Infusion,1,25208,0.00%,1,0,1
Dawnhart Disciple,19,25208,0.08%,19,0,1
Dawnhart Mentor,93,25208,0.37%,93,0,3
Dawnhart Rejuvenator,56,25208,0.22%,56,0,2
Dawnhart Wardens,260,25208,1.03%,260,0,2
Dawning Purist,2,25208,0.01%,2,0,1
Dawnstrider,5,25208,0.02%,5,0,3
Dawnstrike Paladin,3,25208,0.01%,3,0,2
Dawntreader Elk,13,25208,0.05%,13,0,5
Daxos of Meletis,1,25208,0.00%,1,0,1
"Daxos, Blessed by the Sun",54,25208,0.21%,54,0,5
Day of Destiny,12,25208,0.05%,12,0,4
Day of Judgment,418,25208,1.66%,418,0,6
Day of the Dragons,4,25208,0.02%,4,0,2
Day's Undoing,62,25208,0.25%,62,0,4
Daybreak Chaplain,10,25208,0.04%,10,0,2
Daybreak Charger,37,25208,0.15%,37,0,2
Daybreak Combatants,1,25208,0.00%,1,0,1
Daybreak Coronet,12,25208,0.05%,12,0,3
Daysquad Marshal,22,25208,0.09%,22,0,1
Daze,125,25208,0.50%,126,0,5
Dazzling Angel,5,25208,0.02%,5,0,2
Dazzling Denial,68,25208,0.27%,68,0,2
Dazzling Lights,1,25208,0.00%,1,0,1
Dazzling Ramparts,2,25208,0.01%,2,0,1
Dazzling Reflection,8,25208,0.03%,8,0,3
Dazzling Sphinx,9,25208,0.04%,9,0,2
Dazzling Theater // Prop Room,120,25208,0.48%,120,0,6
Dead //Gone,8,25208,0.03%,8,0,1
Dead Man's Chest,6,25208,0.02%,6,0,1
Dead Reckoning,1,25208,0.00%,1,0,1
Dead Revels,2,25208,0.01%,2,0,1
Dead Weight,1,25208,0.00%,1,0,1
Dead of Winter,15,25208,0.06%,15,0,4
Dead-Iron Sledge,3,25208,0.01%,3,0,2
Deadbeat Attendant,3,25208,0.01%,3,0,1
Deadbridge Chant,23,25208,0.09%,23,0,2
Deadbridge Goliath,1,25208,0.00%,1,0,1
Deadbridge Shaman,3,25208,0.01%,3,0,1
Deadeye Brawler,1,25208,0.00%,1,0,1
Deadeye Harpooner,1,25208,0.00%,1,0,1
Deadeye Navigator,507,25208,2.01%,507,0,5
Deadeye Plunderers,2,25208,0.01%,2,0,1
Deadeye Quartermaster,2,25208,0.01%,2,0,2
Deadeye Tormentor,1,25208,0.00%,1,0,1
Deadeye Tracker,3,25208,0.01%,3,0,2
Deadly Allure,1,25208,0.00%,1,0,1
Deadly Brew,87,25208,0.35%,87,0,2
Deadly Cover-Up,24,25208,0.10%,24,0,4
Deadly Derision,4,25208,0.02%,4,0,2
Deadly Dispute,641,25208,2.54%,641,0,5
Deadly Plot,1,25208,0.00%,1,0,1
Deadly Recluse,4,25208,0.02%,4,0,2
Deadly Riposte,5,25208,0.02%,5,0,2
Deadly Rollick,1323,25208,5.25%,1323,0,5
Deadly Tempest,239,25208,0.95%,239,0,5
Deadly Visit,1,25208,0.00%,1,0,1
Deadly Wanderings,3,25208,0.01%,3,0,1
"Deadpool, Trading Card",2,25208,0.01%,2,0,1
Deadwood Treefolk,1,25208,0.00%,1,0,1
Deafening Clarion,90,25208,0.36%,90,0,3
Deafening Silence,189,25208,0.75%,189,0,6
Deal Gone Bad,2,25208,0.01%,2,0,2
Dearly Departed,215,25208,0.85%,215,0,2
Death Baron,12,25208,0.05%,12,0,1
Death Begets Life,13,25208,0.05%,13,0,1
Death Cloud,6,25208,0.02%,6,0,3
Death Denied,11,25208,0.04%,11,0,5
Death Frenzy,1,25208,0.00%,1,0,1
Death Grasp,10,25208,0.04%,10,0,2
Death Kiss,3,25208,0.01%,3,0,1
Death Match,2,25208,0.01%,2,0,2
Death Mutation,2,25208,0.01%,2,0,1
Death Pit Offering,2,25208,0.01%,2,0,1
Death Pits of Rath,4,25208,0.02%,4,0,1
Death Pulse,1,25208,0.00%,1,0,1
Death Speakers,1,25208,0.00%,1,0,1
Death Stroke,1,25208,0.00%,1,0,1
Death Tyrant,13,25208,0.05%,13,0,1
Death Ward,5,25208,0.02%,5,0,3
Death Watch,1,25208,0.00%,1,0,1
Death in Heaven,4,25208,0.02%,4,0,1
Death's Approach,14,25208,0.06%,14,0,1
Death's Presence,719,25208,2.85%,719,0,6
Death-Greeter's Champion,6,25208,0.02%,6,0,2
Death-Priest of Myrkul,23,25208,0.09%,23,0,2
Deathbellow Raider,3,25208,0.01%,3,0,1
Deathbellow War Cry,1,25208,0.00%,1,0,1
Deathbloom Gardener,53,25208,0.21%,53,0,5
Deathbloom Ritualist,34,25208,0.13%,34,0,2
Deathbloom Thallid,3,25208,0.01%,3,0,2
Deathbonnet Sprout,2,25208,0.01%,2,0,1
Deathbringer Liege,17,25208,0.07%,17,0,2
Deathbringer Regent,85,25208,0.34%,85,0,3
Deathbringer Thoctar,1,25208,0.00%,1,0,1
Deathcap Cultivator,6,25208,0.02%,6,0,2
Deathcap Glade,1623,25208,6.44%,1624,0,2
Deathcap Marionette,2,25208,0.01%,2,0,1
Deathcult Rogue,2,25208,0.01%,2,0,1
Deathforge Shaman,1,25208,0.00%,1,0,1
Deathgreeter,9,25208,0.04%,9,0,5
Deathgrip,3,25208,0.01%,3,0,1
Deathknell Berserker,5,25208,0.02%,5,0,1
Deathknell Kami,1,25208,0.00%,1,0,1
Deathless Angel,4,25208,0.02%,4,0,2
Deathless Knight,13,25208,0.05%,13,0,1
Deathmark,2,25208,0.01%,2,0,2
Deathmist Raptor,7,25208,0.03%,7,0,2
Deathpact Angel,2,25208,0.01%,2,0,1
Deathreap Ritual,406,25208,1.61%,406,0,2
Deathrender,17,25208,0.07%,17,0,9
Deathrite Shaman,1645,25208,6.53%,1645,0,2
Deathspore Thallid,5,25208,0.02%,5,0,2
Deathsprout,236,25208,0.94%,236,0,2
Debilitating Injury,2,25208,0.01%,2,0,2
Debt of Loyalty,2,25208,0.01%,2,0,2
Debt to the Deathless,117,25208,0.46%,117,0,2
Debt to the Kami,5,25208,0.02%,5,0,3
Debtors'Knell,61,25208,0.24%,61,0,2
Debtors'Transport,1,25208,0.00%,1,0,1
Decanter of Endless Water,913,25208,3.62%,913,0,12
Deceive the Messenger,5,25208,0.02%,5,0,3
Deceiver Exarch,29,25208,0.12%,29,0,4
Deceiver of Form,9,25208,0.04%,9,0,2
Deceptive Frostkite,4,25208,0.02%,4,0,3
Decimate,22,25208,0.09%,22,0,1
Decimator Web,2,25208,0.01%,2,0,1
Decimator of the Provinces,24,25208,0.10%,24,0,5
Decisive Denial,169,25208,0.67%,169,0,3
Declaration in Stone,18,25208,0.07%,18,0,5
Declaration of Naught,8,25208,0.03%,8,0,1
Declare Dominance,1,25208,0.00%,1,0,1
Decoction Module,5,25208,0.02%,5,0,2
Decommission,2,25208,0.01%,2,0,2
Deconstruct,10,25208,0.04%,10,0,3
Deconstruction Hammer,7,25208,0.03%,7,0,2
Decorated Champion,2,25208,0.01%,2,0,1
Decoy Gambit,41,25208,0.16%,41,0,3
Decree of Annihilation,19,25208,0.08%,19,0,3
Decree of Justice,8,25208,0.03%,8,0,3
Decree of Pain,263,25208,1.04%,263,0,5
Decree of Savagery,10,25208,0.04%,10,0,2
Decree of Silence,2,25208,0.01%,2,0,2
Dedicated Martyr,3,25208,0.01%,3,0,1
Deduce,49,25208,0.19%,49,0,4
"Dee Kay, Finder of the Lost",4,25208,0.02%,4,0,1
"Deekah, Fractal Theorist",313,25208,1.24%,313,0,3
Deem Inferior,7,25208,0.03%,7,0,1
Deep Analysis,139,25208,0.55%,140,0,5
Deep Forest Hermit,25,25208,0.10%,25,0,4
Deep Freeze,3,25208,0.01%,3,0,2
Deep Gnome Terramancer,81,25208,0.32%,81,0,6
Deep Reconnaissance,1,25208,0.00%,1,0,1
Deep Wood,1,25208,0.00%,1,0,1
Deep-Cavern Bat,2,25208,0.01%,2,0,2
Deep-Sea Kraken,19,25208,0.08%,19,0,1
Deep-Sea Serpent,2,25208,0.01%,2,0,1
Deepchannel Mentor,20,25208,0.08%,20,0,3
Deepfathom Echo,8,25208,0.03%,8,0,2
Deepfathom Skulker,12,25208,0.05%,12,0,5
Deepglow Skate,45,25208,0.18%,45,0,3
Deepmuck Desperado,15,25208,0.06%,15,0,2
Deeproot Elite,5,25208,0.02%,5,0,1
Deeproot Historian,2,25208,0.01%,2,0,1
Deeproot Pilgrimage,15,25208,0.06%,15,0,3
Deeproot Waters,15,25208,0.06%,15,0,2
Deeproot Wayfinder,25,25208,0.10%,25,0,3
Deeptread Merrow,3,25208,0.01%,3,0,1
Deepwood Denizen,28,25208,0.11%,28,0,3
Defabricate,88,25208,0.35%,88,0,5
Deface,1,25208,0.00%,1,0,1
Defang,1,25208,0.00%,1,0,1
Defend the Campus,3,25208,0.01%,3,0,2
Defend the Celestus,27,25208,0.11%,27,0,3
Defend the Hearth,5,25208,0.02%,5,0,3
Defend the Rider,13,25208,0.05%,13,0,5
Defender of Chaos,2,25208,0.01%,2,0,0
Defender of the Order,2,25208,0.01%,2,0,2
Defenders of Humanity,6,25208,0.02%,6,0,3
Defenestrate,3,25208,0.01%,3,0,2
Defense Grid,146,25208,0.58%,146,0,9
Defense of the Heart,347,25208,1.38%,347,0,6
Defensive Formation,1,25208,0.00%,1,0,1
Defensive Maneuvers,2,25208,0.01%,2,0,2
Defiant Bloodlord,22,25208,0.09%,22,0,3
Defiant Elf,8,25208,0.03%,8,0,2
Defiant Ogre,8,25208,0.03%,8,0,2
Defiant Strike,16,25208,0.06%,16,0,4
Defiant Vanguard,1,25208,0.00%,1,0,1
Defibrillating Current,1,25208,0.00%,1,0,1
Defile,13,25208,0.05%,13,0,4
Defiled Crypt // Cadaver Lab,20,25208,0.08%,20,0,3
Defiler of Dreams,66,25208,0.26%,66,0,4
Defiler of Faith,36,25208,0.14%,36,0,4
Defiler of Flesh,527,25208,2.09%,527,0,4
Defiler of Instinct,20,25208,0.08%,20,0,2
Defiler of Vigor,311,25208,1.23%,311,0,6
Deflecting Palm,227,25208,0.90%,227,0,2
Deflecting Swat,1260,25208,5.00%,1261,0,4
Deflection,4,25208,0.02%,4,0,1
Defossilize,8,25208,0.03%,8,0,2
Deft Duelist,1,25208,0.00%,1,0,1
Deftblade Elite,2,25208,0.01%,2,0,1
Defy Death,3,25208,0.01%,3,0,1
Defy Gravity,7,25208,0.03%,7,0,1
Dega Sanctuary,2,25208,0.01%,2,0,1
Deglamer,20,25208,0.08%,20,0,6
Dehydration,1,25208,0.00%,1,0,1
Deicide,1,25208,0.00%,1,0,1
Deity of Scars,1,25208,0.00%,1,0,1
Delay,323,25208,1.28%,323,0,5
Delayed Blast Fireball,60,25208,0.24%,60,0,4
Delaying Shield,3,25208,0.01%,3,0,3
Delete,3,25208,0.01%,3,0,2
Deliberate,54,25208,0.21%,54,0,4
Delighted Halfling,1626,25208,6.45%,1626,0,6
Delightful Discovery,36,25208,0.14%,36,0,1
"Delina, Wild Mage",29,25208,0.12%,29,0,3
Delirium,2,25208,0.01%,2,0,0
Delirium Skeins,1,25208,0.00%,1,0,1
Delivery Moogle,1,25208,0.00%,1,0,1
"Delney, Streetwise Lookout",58,25208,0.23%,58,0,5
Delraich,5,25208,0.02%,5,0,1
Deluge,3,25208,0.01%,3,0,1
Deluge of Doom,2,25208,0.01%,2,0,2
Deluxe Dragster,20,25208,0.08%,20,0,4
Delver of Secrets,11,25208,0.04%,11,0,3
Delver's Torch,5,25208,0.02%,5,0,1
Demand Answers,155,25208,0.61%,155,0,4
Demanding Dragon,2,25208,0.01%,2,0,2
Dematerialize,1,25208,0.00%,1,0,1
Demilich,27,25208,0.11%,27,0,3
Demogorgon's Clutches,12,25208,0.05%,12,0,1
Demolish,18,25208,0.07%,18,0,3
Demolition Field,840,25208,3.33%,841,0,12
Demolition Stomper,2,25208,0.01%,2,0,0
Demon Bolt,5,25208,0.02%,5,0,1
Demon of Catastrophes,2,25208,0.01%,2,0,1
Demon of Dark Schemes,6,25208,0.02%,6,0,3
Demon of Death's Gate,4,25208,0.02%,4,0,1
Demon of Loathing,2,25208,0.01%,2,0,1
Demon's Disciple,636,25208,2.52%,636,0,3
Demon's Due,8,25208,0.03%,8,0,5
Demon's Horn,4,25208,0.02%,4,0,3
Demonfire,2,25208,0.01%,2,0,1
Demonic Appetite,3,25208,0.01%,3,0,1
Demonic Bargain,4,25208,0.02%,4,0,3
Demonic Collusion,4,25208,0.02%,4,0,3
Demonic Consultation,203,25208,0.81%,203,0,5
Demonic Counsel,17,25208,0.07%,17,0,5
Demonic Embrace,48,25208,0.19%,48,0,4
Demonic Gifts,12,25208,0.05%,12,0,5
Demonic Lore,2,25208,0.01%,2,0,2
Demonic Pact,1,25208,0.00%,1,0,1
Demonic Rising,2,25208,0.01%,2,0,2
Demonic Ruckus,11,25208,0.04%,11,0,3
Demonic Taskmaster,1,25208,0.00%,1,0,1
Demonic Tourist Laser,1,25208,0.00%,1,0,1
Demonic Tutor,2417,25208,9.59%,2418,0,5
Demonic Vigor,4,25208,0.02%,4,0,2
Demonlord Belzenlok,3,25208,0.01%,3,0,2
Demonlord of Ashmouth,1,25208,0.00%,1,0,1
Demonmail Hauberk,3,25208,0.01%,3,0,2
Demonspine Whip,2,25208,0.01%,2,0,1
Demoralize,7,25208,0.03%,7,0,2
Demotion,1,25208,0.00%,1,0,1
Demystify,9,25208,0.04%,9,0,5
Den Protector,57,25208,0.23%,57,0,4
Den of the Bugbear,866,25208,3.44%,866,0,5
Denizen of the Deep,3,25208,0.01%,3,0,1
"Dennick, Pious Apprentice",2,25208,0.01%,2,0,1
"Denry Klin, Editor in Chief",21,25208,0.08%,21,0,1
Dense Canopy,3,25208,0.01%,3,0,1
Dense Foliage,6,25208,0.02%,6,0,4
Denting Blows,27,25208,0.11%,27,0,6
Deny Existence,5,25208,0.02%,5,0,2
Deny Reality,4,25208,0.02%,4,0,2
Deny the Divine,3,25208,0.01%,3,0,1
Denying Wind,17,25208,0.07%,17,0,3
"Depala, Pilot Exemplar",1,25208,0.00%,1,0,1
Depart the Realm,21,25208,0.08%,21,0,5
Departed Deckhand,2,25208,0.01%,2,0,1
Deploy the Gatewatch,1,25208,0.00%,1,0,1
Deploy to the Front,11,25208,0.04%,11,0,3
Depopulate,271,25208,1.08%,271,0,5
Depose //Deploy,4,25208,0.02%,4,0,1
Deprive,79,25208,0.31%,79,0,4
Depth Charge Colossus,1,25208,0.00%,1,0,1
Depths of Desire,2,25208,0.01%,2,0,1
Deputized Protester,1,25208,0.00%,1,0,1
Deputy of Acquittals,15,25208,0.06%,15,0,1
Deputy of Detention,12,25208,0.05%,12,0,2
Deranged Assistant,11,25208,0.04%,11,0,3
Deranged Hermit,5,25208,0.02%,5,0,2
Deranged Outcast,73,25208,0.29%,73,0,1
Derelict Attic // Widow's Walk,3,25208,0.01%,3,0,2
"Derevi, Empyrial Tactician",147,25208,0.58%,147,0,2
Dermotaxi,6,25208,0.02%,6,0,4
Descend upon the Sinful,11,25208,0.04%,11,0,5
Descendants'Fury,74,25208,0.29%,74,0,1
Descendants'Path,161,25208,0.64%,161,0,6
Descent into Avernus,24,25208,0.10%,24,0,4
Descent into Madness,4,25208,0.02%,4,0,2
Descent of the Dragons,26,25208,0.10%,26,0,1
"Desdemona, Freedom's Edge",1,25208,0.00%,1,0,1
Desecrate Reality,23,25208,0.09%,23,0,3
Desecrated Tomb,24,25208,0.10%,24,0,3
Desecration Demon,4,25208,0.02%,4,0,2
Desecration Plague,3,25208,0.01%,3,0,3
Desert,13,25208,0.05%,13,0,5
Desert Sandstorm,1,25208,0.00%,1,0,1
Desert Twister,3,25208,0.01%,3,0,3
Desert Warfare,1,25208,0.00%,1,0,1
Desert of the Fervent,165,25208,0.65%,165,0,3
Desert of the Glorified,23,25208,0.09%,23,0,5
Desert of the Indomitable,32,25208,0.13%,32,0,5
Desert of the Mindful,68,25208,0.27%,68,0,5
Desert of the True,27,25208,0.11%,27,0,6
Desert's Due,1,25208,0.00%,1,0,1
Deserted Beach,653,25208,2.59%,653,0,2
Deserted Temple,104,25208,0.41%,104,0,12
Desertion,229,25208,0.91%,229,0,3
Desmond Miles,1,25208,0.00%,1,0,1
Desolate Lighthouse,1,25208,0.00%,1,0,1
Desolate Mire,60,25208,0.24%,60,0,2
Desolation,8,25208,0.03%,8,0,3
Desolation Angel,5,25208,0.02%,5,0,1
Desolation Giant,17,25208,0.07%,17,0,1
Desolation Twin,22,25208,0.09%,22,0,4
Despark,569,25208,2.26%,569,0,2
Desperate Bloodseeker,2,25208,0.01%,2,0,1
Desperate Farmer,1,25208,0.00%,1,0,1
Desperate Gambit,1,25208,0.00%,1,0,1
Desperate Lunge,2,25208,0.01%,2,0,1
Desperate Measures,8,25208,0.03%,8,0,4
Desperate Ritual,143,25208,0.57%,143,0,4
Desperate Sentry,1,25208,0.00%,1,0,1
Desperate Stand,2,25208,0.01%,2,0,1
Despise,3,25208,0.01%,3,0,3
Despoiler of Souls,47,25208,0.19%,47,0,1
Destined //Lead,5,25208,0.02%,5,0,1
Destiny Spinner,413,25208,1.64%,413,0,6
Destroy Evil,25,25208,0.10%,25,0,6
Destroy the Dead,9,25208,0.04%,9,0,2
Destroy the Evidence,5,25208,0.02%,5,0,2
Destructive Digger,10,25208,0.04%,10,0,1
Destructive Force,7,25208,0.03%,7,0,3
Destructive Revelry,1,25208,0.00%,1,0,1
Destructive Tampering,14,25208,0.06%,14,0,2
Destructive Urge,3,25208,0.01%,3,0,1
Destructor Dragon,1,25208,0.00%,1,0,1
Desynchronization,136,25208,0.54%,136,0,4
Desynchronize,2,25208,0.01%,2,0,1
Detection Tower,82,25208,0.33%,82,0,11
Detective of the Month,289,25208,1.15%,289,0,3
Detective's Phoenix,4,25208,0.02%,4,0,2
Detention Chariot,1,25208,0.00%,1,0,1
Detention Sphere,9,25208,0.04%,9,0,2
Detention Vortex,3,25208,0.01%,3,0,1
Detonate,7,25208,0.03%,7,0,1
Devastate,1,25208,0.00%,1,0,1
Devastating Dreams,2,25208,0.01%,2,0,1
Devastating Mastery,68,25208,0.27%,68,0,5
Devastation,26,25208,0.10%,26,0,3
Devastation Tide,296,25208,1.17%,296,0,5
Deviant Glee,4,25208,0.02%,4,0,1
Devil's Play,9,25208,0.04%,9,0,2
Devilish Valet,258,25208,1.02%,258,0,3
Devious Cover-Up,42,25208,0.17%,42,0,3
Devkarin Dissident,2,25208,0.01%,2,0,1
Devoted Caretaker,49,25208,0.19%,49,0,4
Devoted Crop-Mate,4,25208,0.02%,4,0,1
Devoted Druid,534,25208,2.12%,534,0,6
Devoted Duelist,6,25208,0.02%,6,0,1
Devoted Hero,1,25208,0.00%,1,0,1
Devoted Paladin,18,25208,0.07%,18,0,3
Devour Intellect,5,25208,0.02%,5,0,1
Devour in Flames,3,25208,0.01%,3,0,3
Devour in Shadow,7,25208,0.03%,7,0,3
Devourer of Destiny,2,25208,0.01%,2,0,1
Devourer of Memory,1,25208,0.00%,1,0,1
Devouring Deep,10,25208,0.04%,10,0,1
Devouring Hellion,1,25208,0.00%,1,0,1
